name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
Nissan,2014,72000,Diesel,Dealer,Manual,First Owner,26,1498,98.6,5,560000
BMW,2016,72000,Diesel,Dealer,Manual,First Owner,,,,,565000
Toyota,2005,80000,Diesel,Individual,Manual,First Owner,13.6,2523,63,7,250000
Nissan,2013,29000,Petrol,Individual,Manual,Second Owner,15,1598,103.5,5,409999
Nissan,2016,56832,Diesel,Dealer,Manual,First Owner,19.87,1461,83.14,5,495000
BMW,2014,30528,Petrol,Dealer,Manual,First Owner,18.6,1197,81.86,5,470000
Nissan,2013,65285,Diesel,Dealer,Manual,First Owner,24.7,1498,98.63,5,350000
Ford,2020,20102,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,8,1560000
Ford,2015,43000,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5,480000
Toyota,2013,52380,Diesel,Dealer,Manual,First Owner,23.59,1364,67.04,5,270000
Honda,2018,74250,Diesel,Dealer,Manual,First Owner,21,1498,74.96,7,660000
BMW,2017,57247,Petrol,Dealer,Automatic,First Owner,20.89,1197,81.8,5,490000
Ford,2017,52000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,800000
Honda,2011,47000,Petrol,Individual,Manual,Second Owner,16.95,1498,97.7,5,350000
Nissan,2011,80000,Diesel,Individual,Manual,Third Owner,17.8,1399,68,5,170000
Nissan,2011,85000,Diesel,Individual,Manual,Second Owner,18,1248,75,5,125000
Honda,2012,100000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,400000
Toyota,2011,110000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5,250000
Nissan,2010,178000,Diesel,Individual,Manual,Second Owner,20.4,1248,91.7,5,190000
Nissan,2010,120000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,125000
Toyota,2017,70000,Diesel,Individual,Manual,First Owner,16.3,1956,170,5,1950000
Toyota,2011,120000,Diesel,Individual,Automatic,First Owner,12.8,1968,167.6,5,1300000
Honda,2010,155000,Diesel,Individual,Manual,Third Owner,12.8,2494,102,8,786000
Nissan,2015,30000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,335000
Nissan,2009,60000,Petrol,Individual,Manual,Third Owner,18.9,1061,67,5,114999
Toyota,2012,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199,73.9,5,229999
Toyota,2017,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,731000
Nissan,2012,120000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,395000
Honda,2015,120000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,500000
Toyota,2014,50000,Petrol,Individual,Manual,Third Owner,21.1,814,55.2,5,220000
BMW,2013,100000,Diesel,Individual,Manual,First Owner,20,1399,68.1,5,240000
Nissan,2010,120000,Diesel,Individual,Manual,Third Owner,23,1396,90,5,215000
Nissan,2012,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5,400000
Toyota,2012,90000,Petrol,Individual,Manual,First Owner,19,998,67.1,5,191000
Ford,2013,100000,Diesel,Individual,Manual,Second Owner,14,2498,112,8,351000
BMW,2015,20000,Petrol,Individual,Automatic,First Owner,21.9,624,37.48,4,250000
BMW,2009,90000,Diesel,Individual,Manual,Second Owner,18.1,1493,110,5,210000
BMW,2011,120000,Petrol,Individual,Manual,Third Owner,17.6,1496,88.7,5,300000
Nissan,2017,35000,Diesel,Individual,Manual,First Owner,25.83,1498,99,5,700000
Ford,2010,120000,Diesel,Individual,Manual,Second Owner,11.8,1991,150,5,500000
Nissan,2002,120000,Petrol,Individual,Manual,First Owner,16.1,796,37,4,120000
Nissan,2019,10000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5,850000
BMW,1994,100000,Diesel,Individual,Manual,Second Owner,,,,,120000
BMW,2017,65000,Diesel,Individual,Manual,Second Owner,25.5,1498,98.6,5,770000
Nissan,2007,90000,Petrol,Individual,Manual,Third Owner,13.5,1799,130,5,245000
Toyota,2012,90000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,250000
BMW,2016,42323,Diesel,Dealer,Manual,First Owner,21.19,1396,88.76,5,651000
Nissan,2013,42462,Petrol,Dealer,Manual,First Owner,16.8,1497,116.3,5,480000
Honda,2015,54723,Diesel,Dealer,Manual,First Owner,25.2,1248,74,5,470000
Nissan,2016,30000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5,500000
Toyota,2011,42545,Diesel,Dealer,Automatic,First Owner,19.62,1998,190,5,1075000
Ford,2016,32000,Diesel,Dealer,Manual,First Owner,25.1,1248,88.5,5,690000
Nissan,2017,41232,Diesel,Dealer,Manual,First Owner,,,0,,589000
Nissan,2017,41232,Diesel,Dealer,Manual,First Owner,,,0,,589000
Ford,2018,20375,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,5,480000
BMW,2013,43978,Diesel,Dealer,Manual,Second Owner,28.4,1248,74,5,450000
Nissan,2018,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,770000
Toyota,2015,40200,Diesel,Dealer,Manual,First Owner,21,1498,74.96,7,445000
Nissan,2018,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,700000
Nissan,2014,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7,560000
Nissan,2013,48000,Diesel,Dealer,Manual,Second Owner,21.7,1498,98.96,5,475000
Ford,2014,27233,Diesel,Dealer,Manual,First Owner,27.4,1498,98.63,5,465000
Toyota,2017,28832,Diesel,Dealer,Manual,First Owner,23.4,1248,74,5,520000
Toyota,2011,35000,Petrol,Individual,Manual,First Owner,15,1368,90,5,225000
Ford,2015,35000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,700000
Nissan,2017,40000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,780000
BMW,2006,80000,Petrol,Individual,Manual,Second Owner,17.7,1497,78,5,93150
Nissan,2016,30000,Diesel,Individual,Manual,Second Owner,17.21,1493,100,7,403000
Ford,2009,50000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,229999
Honda,2016,40000,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5,525000
Ford,2014,25000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,560000
Toyota,2020,120000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7,830000
BMW,2011,60000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5,250000
BMW,2014,110000,Diesel,Individual,Manual,First Owner,15.96,2523,63,9,450000
Honda,2016,67000,Diesel,Individual,Manual,First Owner,15.4,1997,120,7,745000
Ford,2010,50000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,144000
BMW,2008,40000,Petrol,Individual,Manual,First Owner,18.2,1061,64,5,120000
Nissan,2008,120000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7,300000
Ford,1999,100000,Petrol,Individual,Manual,First Owner,16.1,796,37,4,52000
Ford,2003,98000,Diesel,Individual,Manual,First Owner,10.5,2179,120,8,300000
Honda,2009,150000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,7,270000
Ford,2014,38000,Diesel,Individual,Manual,First Owner,22.1,1248,74,5,260000
Ford,2015,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,475000
Ford,2011,103000,Diesel,Individual,Manual,Third Owner,20,1399,68,5,302000
Nissan,1994,60000,Petrol,Individual,Manual,First Owner,16.1,796,37,4,45000
Nissan,2017,80000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,775000
Nissan,2015,50000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,700000
Toyota,2014,90000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,530000
Honda,2017,70000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,869999
Ford,2006,110000,Diesel,Individual,Manual,Fourth & Above Owner,14.9,1991,112.2,5,155000
Toyota,2019,30000,Petrol,Individual,Automatic,First Owner,23.84,1199,83.83,5,550000
Honda,2016,80000,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5,600000
Nissan,2012,110000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,430000
Ford,2010,120000,Diesel,Individual,Manual,First Owner,18.8,1248,90,5,246000
BMW,2003,120000,Petrol,Individual,Manual,Third Owner,17.3,993,60,5,120000
Nissan,2014,70000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,565000
Honda,2018,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5,850000
Toyota,2006,90000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,160000
Ford,2014,142500,Diesel,Individual,Manual,First Owner,19.5,1248,75,5,325000
BMW,2011,90000,Diesel,Individual,Manual,Third Owner,12.05,2179,120,8,450000
Toyota,2015,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,310000
BMW,2013,90000,Diesel,Individual,Manual,Third Owner,25.8,1498,98.6,5,250000
Ford,2015,115000,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5,420000
Honda,2013,150000,Petrol,Individual,Automatic,Second Owner,15,1396,98.6,5,330000
BMW,2015,68000,Petrol,Individual,Manual,Second Owner,20.4,1197,81.8,5,405000
BMW,2013,90000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,400000
Toyota,2010,110000,Petrol,Individual,Automatic,Third Owner,15.6,1497,116.3,5,409999
Honda,2013,70000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,500000
Ford,2011,80000,Diesel,Individual,Manual,Third Owner,15.1,2179,140,7,590000
Toyota,2006,118000,Petrol,Individual,Manual,First Owner,,,,,80000
Ford,2007,100000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,135000
Ford,2004,70000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,70000
Toyota,2004,77000,Petrol,Individual,Manual,Third Owner,16.1,796,37,4,45000
Nissan,2018,35500,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,650000
BMW,2018,17500,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,400000
BMW,2017,27000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,350000
BMW,2017,60000,Diesel,Individual,Manual,First Owner,24,1186,73.97,5,550000
Ford,2016,25000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,350000
BMW,2015,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,459999
Nissan,2012,60000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,185000
Honda,2013,38000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5,550000
Honda,2012,100000,LPG,Individual,Manual,Second Owner,26.2,998,58.2,5,300000
Nissan,2012,60000,Petrol,Individual,Manual,Third Owner,,,,,175000
Honda,2011,110000,Diesel,Individual,Manual,First Owner,12.8,2494,102,8,900000
Toyota,2016,92000,Diesel,Individual,Manual,First Owner,21.9,1498,98.6,7,900000
Ford,2012,180000,Diesel,Individual,Manual,Third Owner,15.96,2523,62.1,9,550000
Toyota,2018,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,625000
Nissan,2017,35000,Petrol,Individual,Manual,Second Owner,24.7,796,47.3,5,310000
Ford,2017,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74,5,500000
Ford,2016,23000,Diesel,Individual,Manual,First Owner,24,1120,70,5,610000
Ford,2012,150000,Diesel,Individual,Manual,Third Owner,19.09,1396,69,5,150000
Toyota,2015,70000,Diesel,Individual,Manual,First Owner,24.4,1120,71,5,480000
Honda,2017,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,650000
Honda,2012,100000,Diesel,Individual,Manual,Second Owner,21.9,1396,90,5,290000
Honda,2017,50000,Petrol,Individual,Manual,Second Owner,24.7,796,47.3,5,300000
Ford,2010,120000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5,270000
Honda,2015,60000,Diesel,Individual,Manual,Second Owner,24.4,1120,71,5,400000
BMW,2015,28000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,280000
Toyota,2009,60000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5,250000
Honda,2012,80000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,495000
Toyota,2018,12000,Diesel,Individual,Automatic,First Owner,10.91,3198,197,7,3250000
BMW,2019,4500,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,5,700000
Ford,2013,70000,Diesel,Individual,Manual,First Owner,25,1396,69,5,310000
Nissan,2017,120000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5,650000
Honda,2015,80000,Petrol,Individual,Automatic,First Owner,19,1199,88.7,5,600000
Nissan,2009,150000,Diesel,Individual,Manual,Fourth & Above Owner,11.57,2179,138.1,7,150000
Nissan,2009,120000,Petrol,Individual,Manual,First Owner,15.7,1390,75,5,135000
Toyota,2014,50000,Diesel,Individual,Manual,First Owner,23.4,1248,74,5,650000
Ford,2012,83000,Petrol,Individual,Manual,First Owner,16.8,1497,116.3,5,550000
Toyota,2017,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,650000
Nissan,2018,49000,Diesel,Individual,Automatic,First Owner,12.9,2755,174.5,7,2900000
Nissan,2017,6750,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,5,450000
Toyota,2015,26000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5,650000
BMW,2017,52000,Petrol,Individual,Manual,First Owner,17,1197,81.86,5,430000
Toyota,2017,51000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5,1143000
Ford,2019,20000,Petrol,Individual,Automatic,First Owner,22,1197,81.8,5,700000
Toyota,2011,18500,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,229999
Nissan,2017,142000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7,509999
Nissan,2016,50478,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,5,670000
Toyota,2019,9200,Petrol,Individual,Automatic,First Owner,23.84,1199,83.83,5,525000
Ford,2016,40000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5,515000
Toyota,2020,5000,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5,630000
BMW,2019,2300,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,270000
BMW,2016,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,300000
Toyota,2012,119000,Diesel,Individual,Manual,First Owner,14,2489,95,8,250000
Nissan,2005,100000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5,90000
BMW,2017,100000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,750000
Toyota,2009,50000,Petrol,Individual,Manual,Second Owner,18.9,1061,67,5,135000
Toyota,2013,80000,Petrol,Individual,Manual,Second Owner,15.1,1196,73,5,275000
Nissan,2018,15000,Petrol,Individual,Manual,First Owner,17,1198,108.5,5,740000
Honda,2019,1303,Petrol,Dealer,Manual,First Owner,17.8,1198,86.7,5,690000
BMW,2018,31800,Diesel,Dealer,Automatic,First Owner,17.01,1968,188,5,3975000
Ford,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,5150000
Toyota,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5,3200000
Toyota,2017,17000,Petrol,Individual,Automatic,First Owner,9.5,3604,280,5,4100000
Toyota,2018,4295,Petrol,Trustmark Dealer,Manual,First Owner,17.1,1496,105.5,5,1000000
BMW,2018,5229,Petrol,Trustmark Dealer,Manual,First Owner,17.1,1496,105.5,5,1000000
Ford,2019,4701,Petrol,Trustmark Dealer,Manual,First Owner,20.7,1197,81.86,5,550000
Nissan,2016,6757,Petrol,Trustmark Dealer,Manual,First Owner,21.01,1197,81.8,5,600000
Toyota,2016,28182,Petrol,Trustmark Dealer,Automatic,First Owner,14.3,1598,103.52,5,675000
Ford,2019,11533,Petrol,Trustmark Dealer,Manual,First Owner,14.23,1498,104.55,5,950000
BMW,2017,11688,Petrol,Trustmark Dealer,Manual,First Owner,17.8,1497,117.3,5,850000
Ford,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,2000000
Toyota,2012,57728,Petrol,Trustmark Dealer,Automatic,First Owner,14.53,1794,138.1,5,550000
BMW,2018,23712,Diesel,Trustmark Dealer,Manual,First Owner,28.09,1248,88.5,5,925000
Toyota,2015,70670,Petrol,Trustmark Dealer,Automatic,First Owner,16.5,1499,110,5,625000
Nissan,2014,43381,Petrol,Dealer,Manual,Second Owner,22.74,796,47.3,5,200000
Nissan,2014,79011,Petrol,Trustmark Dealer,Automatic,First Owner,18,1497,117.3,5,635000
Nissan,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,550000
Nissan,2014,50000,Diesel,Individual,Manual,Second Owner,21.79,1248,88.73,5,425000
Honda,2011,40000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,220000
Toyota,2018,10000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,590000
Honda,2017,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105,6,775000
BMW,2015,58500,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,350000
Honda,2018,20000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,575000
Ford,2011,43500,Petrol,Individual,Manual,Second Owner,18.06,1198,75,5,200000
Honda,2018,30000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,1575000
Toyota,2015,63000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,600000
Toyota,2016,35000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,720000
Ford,2012,110000,Diesel,Individual,Manual,Second Owner,19.09,1396,69,5,158000
Toyota,2018,25000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,1575000
Toyota,2017,30000,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86,5,580000
Toyota,2012,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,420000
BMW,2018,35000,Diesel,Individual,Manual,First Owner,17.3,1497,121,8,1200000
Ford,2018,30000,Petrol,Individual,Manual,First Owner,23.01,999,67,5,350000
BMW,2014,56000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,650000
Honda,2017,12700,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,400000
Ford,2018,35000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,700000
Toyota,2017,30000,Petrol,Individual,Manual,First Owner,19.1,1197,82,5,520000
Toyota,2012,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120,9,450000
BMW,2017,100000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,850000
BMW,2017,34000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,350000
Ford,2011,56000,Diesel,Individual,Manual,First Owner,13,2489,95,8,450000
Toyota,2008,90000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,165000
Ford,2010,65000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,160000
Nissan,2011,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138,7,300000
Nissan,2012,90000,Diesel,Individual,Manual,Third Owner,12.05,2179,120,8,550000
Toyota,2015,40000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,285000
BMW,2016,58000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,850000
BMW,2018,19100,Petrol,Individual,Manual,First Owner,19,1194,94.68,5,700000
Honda,2018,25000,Petrol,Individual,Manual,First Owner,19.34,1462,103,7,900000
Honda,2005,49455,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,180000
Nissan,2016,100000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,220000
Ford,2013,120000,Diesel,Individual,Manual,First Owner,22.3,1248,74,5,120000
Nissan,2010,90000,Petrol,Individual,Manual,Fourth & Above Owner,17,1197,80,5,220000
Honda,2013,46815,Diesel,Individual,Manual,Second Owner,22.1,1248,76.9,5,420000
Toyota,2013,110000,Diesel,Individual,Manual,First Owner,19.4,1405,70,5,160000
Nissan,2015,80000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,250000
Toyota,2013,100000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.8,7,385000
BMW,2014,80000,Petrol,Individual,Manual,First Owner,20.51,998,67.06,5,318000
Nissan,2018,40000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,480000
Ford,2015,70000,Petrol,Individual,Manual,Third Owner,23.1,998,67.04,5,330000
Toyota,2011,80000,Diesel,Individual,Manual,First Owner,17,1405,71,5,152000
BMW,2014,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,250000
Honda,2011,80000,Diesel,Individual,Manual,First Owner,17,1405,71,5,248000
Toyota,2011,60000,Petrol,Individual,Manual,Second Owner,18.06,1198,75,5,300000
Ford,2017,50000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,550000
Honda,2016,30000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,650000
Toyota,2017,25000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5,445000
Ford,2010,334000,Diesel,Individual,Manual,First Owner,12.8,2494,102,7,450000
Honda,2016,100000,Diesel,Individual,Manual,First Owner,17.45,1493,100,7,600000
Honda,2014,175000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,495000
Toyota,2011,65000,Petrol,Individual,Automatic,Third Owner,12.6,1586,103.3,5,220000
Toyota,2011,65000,Petrol,Individual,Automatic,Third Owner,12.6,1586,103.3,5,260000
Ford,2009,90000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5,150000
Ford,2011,80000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,200000
Toyota,2018,110000,Diesel,Individual,Manual,First Owner,16.36,2179,140,7,1465000
Toyota,2012,80000,Diesel,Individual,Manual,Second Owner,,,,,285000
Toyota,2008,60000,Petrol,Individual,Automatic,Third Owner,20,1339,108.5,5,250000
Nissan,2014,160000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7,310000
Ford,2010,100875,Diesel,Individual,Automatic,First Owner,11.79,2179,120,8,600000
Nissan,2018,20000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,560000
Toyota,2016,30000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5,500000
BMW,2013,118000,Diesel,Individual,Manual,First Owner,24,1120,70,5,270000
Honda,2013,69000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,420000
BMW,2015,25000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5,434999
Honda,2015,100000,Petrol,Individual,Automatic,First Owner,16.9,1197,81.86,5,400000
Ford,2015,110000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,470000
BMW,2015,60000,Diesel,Individual,Manual,Third Owner,20.45,1461,83.8,5,480000
Toyota,2008,128000,Petrol,Individual,Manual,First Owner,0,1086,62,5,105000
Nissan,2017,120000,Diesel,Individual,Manual,First Owner,27.28,1047,69,5,325000
Ford,2012,80000,Diesel,Individual,Manual,Second Owner,,,,,280000
Ford,2020,5000,Petrol,Individual,Automatic,First Owner,20.7,1197,81.86,5,675000
BMW,2009,90000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,170000
Nissan,2017,90000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,1250000
Toyota,2012,144030,Petrol,Individual,Manual,First Owner,12.8,2354,177.6,5,600000
Ford,2014,200000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5,819999
BMW,2016,29000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,650000
Honda,2007,90000,LPG,Individual,Manual,Second Owner,17.3,1061,57.5,5,105000
BMW,2009,176000,Diesel,Individual,Manual,Second Owner,17,1461,66,5,200000
Nissan,2013,150000,Diesel,Individual,Manual,First Owner,19.09,1396,69,5,200000
Ford,2016,90000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8,220000
BMW,2014,70000,Petrol,Individual,Manual,Second Owner,15.04,1598,103.2,5,500000
BMW,2007,99000,Diesel,Individual,Manual,Second Owner,19.2,1461,65,5,175000
Toyota,2018,5000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5,450000
BMW,2008,90000,Diesel,Individual,Manual,Fourth & Above Owner,16.52,1991,123.7,5,210000
Honda,2011,89000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5,270000
Ford,2006,88000,Diesel,Individual,Manual,Second Owner,16.8,1405,62,5,110000
Honda,2015,30000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,480000
BMW,2016,50000,Diesel,Individual,Automatic,Second Owner,26.59,1248,74,5,650000
Honda,2013,80000,Diesel,Individual,Manual,First Owner,23.4,1248,74,5,480000
BMW,2016,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,700000
BMW,2015,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,650000
BMW,2015,48000,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,5,1300000
Toyota,2016,97000,Diesel,Individual,Automatic,First Owner,16.96,1968,138.03,5,1350000
Honda,2016,60000,Diesel,Individual,Automatic,First Owner,22.15,1498,108.6,5,1000000
Honda,2011,110000,Diesel,Individual,Automatic,Third Owner,0,2987,165,5,1700000
Ford,2018,12800,Petrol,Individual,Automatic,First Owner,17.8,1496,105.5,5,1080000
Toyota,2012,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,170000
Ford,2017,49000,Diesel,Individual,Manual,First Owner,28.4,1248,74,5,610000
Toyota,2014,25000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,350000
BMW,2016,65000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,260000
BMW,2015,20000,Diesel,Individual,Manual,First Owner,20.4,1248,91.7,5,700000
Nissan,2018,17000,Petrol,Individual,Manual,First Owner,18.78,999,75,5,678000
BMW,2015,15000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,800000
Ford,2014,120000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.04,5,400000
BMW,2010,49000,Petrol,Individual,Manual,First Owner,18.5,1197,80,5,300000
Ford,2016,29000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,520000
Toyota,2017,55000,Diesel,Individual,Automatic,First Owner,19.61,1461,108.5,5,850000
Honda,2019,5000,Diesel,Individual,Manual,First Owner,17.3,1497,121,7,1460000
Honda,2017,35000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,830000
Nissan,2018,5000,Petrol,Individual,Manual,Second Owner,20.63,1198,67,5,430000
Ford,2017,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,850000
Nissan,2017,70000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5,650000
BMW,2008,120000,Diesel,Individual,Manual,Second Owner,16.8,1493,110,5,120000
Toyota,2016,65100,Diesel,Individual,Manual,Second Owner,18.49,1493,100,7,730000
Honda,2019,20000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5,525000
Honda,2015,108000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,600000
Honda,2019,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,500000
BMW,2009,77000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5,150000
BMW,2015,18500,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,409999
Toyota,2016,120000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7,625000
BMW,2015,15200,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,290000
Ford,2015,35000,Petrol,Individual,Manual,First Owner,17.3,1497,117.3,7,500000
Toyota,2011,80000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,475000
Toyota,2013,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,190000
